ge,state,parlimen,ballot_order,party,votes,result,result_desc,uid,name,birth_year,sex,ethnicity
12,Pahang,P.088 Temerloh,1,BARISAN NASIONAL (BN),21381,1,won,3416,SAIFUDDIN ABDULLAH,1961,male,bumiputera
12,Pahang,P.088 Temerloh,2,PARTI KEADILAN RAKYAT (PKR),18940,0,lost,3417,AHMAD NIZAM HAMID,1969,male,bumiputera
12,Pahang,P.089 Bentong,1,BARISAN NASIONAL (BN),25134,1,won,2721,LIOW TIONG LAI,1962,male,chinese
12,Pahang,P.089 Bentong,2,PARTI KEADILAN RAKYAT (PKR),12585,0,lost,3418,RAM PONUSAMY,1952,male,indian
12,Pahang,P.090 Bera,1,BARISAN NASIONAL (BN),18297,1,won,3061,ISMAIL SABRI BIN YAAKOB,1960,male,bumiputera
12,Pahang,P.090 Bera,2,PARTI ISLAM SE MALAYSIA (PAS),13984,0,lost,3419,MAZLAN BIN ALIMAN,1967,male,bumiputera
12,Pahang,P.091 Rompin,1,PARTI ISLAM SE MALAYSIA (PAS),10629,0,lost,2724,MAZLAN BIN MOHAMED YASIN,1959,male,bumiputera
12,Pahang,P.091 Rompin,2,BARISAN NASIONAL (BN),21308,1,won,3420,JAMALUDIN BIN JARJIS,1952,male,bumiputera
12,Selangor,P.092 Sabak Bernam,1,BARISAN NASIONAL (BN),12055,1,won,3421,ABDUL RAHMAN BAKRI,1966,male,bumiputera
12,Selangor,P.092 Sabak Bernam,2,PARTI KEADILAN RAKYAT (PKR),10720,0,lost,3065,BADRUL AMIN BIN BAHRON,1962,male,bumiputera
12,Selangor,P.093 Sungai Besar,1,BARISAN NASIONAL (BN),16069,1,won,3422,NORIAH BINTI KASNON,1964,female,bumiputera
12,Selangor,P.093 Sungai Besar,2,PARTI ISLAM SE MALAYSIA (PAS),11060,0,lost,3423,OSMAN SABRAN,1949,male,bumiputera
12,Selangor,P.094 Hulu Selangor,1,BARISAN NASIONAL (BN),22979,0,lost,2113,G. PALANIVEL,1949,male,indian
12,Selangor,P.094 Hulu Selangor,1,BARISAN NASIONAL (BN),22979,0,lost,2113,G. PALANIVEL,1949,male,indian
12,Selangor,P.094 Hulu Selangor,2,PARTI KEADILAN RAKYAT (PKR),23177,1,won,1444,ZAINAL ABIDIN BIN AHMAD,1940,male,bumiputera
12,Selangor,P.095 Tanjong Karang,1,BARISAN NASIONAL (BN),16073,1,won,2416,NOH BIN OMAR,1958,male,bumiputera
12,Selangor,P.095 Tanjong Karang,2,PARTI ISLAM SE MALAYSIA (PAS),12253,0,lost,2501,MOHAMED HANIPA BIN MAIDIN,1969,male,bumiputera
12,Selangor,P.096 Kuala Selangor,1,PARTI ISLAM SE MALAYSIA (PAS),18796,1,won,3424,DZULKEFLY AHMAD,1956,male,bumiputera
12,Selangor,P.096 Kuala Selangor,2,BARISAN NASIONAL (BN),17934,0,lost,3425,JAHAYA BIN IBRAHIM,1954,male,bumiputera
12,Selangor,P.097 Selayang,1,BARISAN NASIONAL (BN),27134,0,lost,3426,LEE LI YEW,1965,male,chinese
12,Selangor,P.097 Selayang,2,PARTI RAKYAT MALAYSIA (PRM),1332,0,lost_deposit,3074,KOH SWE YONG,1951,male,chinese
12,Selangor,P.097 Selayang,3,PARTI KEADILAN RAKYAT (PKR),30701,1,won,3427,WILLIAM LEONG JEE KEEN,1957,male,chinese
12,Selangor,P.098 Gombak,1,PARTI KEADILAN RAKYAT (PKR),40334,1,won,3428,AZMIN ALI,1965,male,bumiputera
12,Selangor,P.098 Gombak,2,BARISAN NASIONAL (BN),33467,0,lost,3429,SAID ANUAR SAID AHMAD,1963,male,bumiputera
12,Selangor,P.099 Ampang,1,BARISAN NASIONAL (BN),23319,0,lost,3430,AZMAN BIN WAHID,1963,male,bumiputera
12,Selangor,P.099 Ampang,2,PARTI KEADILAN RAKYAT (PKR),26995,1,won,3431,ZURAIDA KAMARUDDIN,1958,female,bumiputera
12,Selangor,P.100 Pandan,1,BARISAN NASIONAL (BN),25236,1,won,2119,ONG TEE KEAT,1956,male,chinese
12,Selangor,P.100 Pandan,2,PARTI KEADILAN RAKYAT (PKR),22275,0,lost,3432,SYED SHAHIR BIN SYED MOHAMUD,1953,male,bumiputera
12,Selangor,P.101 Hulu Langat,1,PARTI ISLAM SE MALAYSIA (PAS),36124,1,won,3433,CHE ROSLI CHE MAT,1952,male,bumiputera
12,Selangor,P.101 Hulu Langat,2,BARISAN NASIONAL (BN),34379,0,lost,3081,MARKIMAN KOBIRAN,1958,male,bumiputera
12,Selangor,P.102 Bangi,1,PARTI TINDAKAN DEMOKRATIK (DAP),47444,1,won,3434,TEO NIE CHING,1981,female,chinese
12,Selangor,P.102 Bangi,2,BARISAN NASIONAL (BN),26419,0,lost,3435,HOH HEE LEE,1960,male,chinese
12,Selangor,P.103 Puchong,1,BARISAN NASIONAL (BN),22486,0,lost,3085,LAU YENG PENG,1963,male,chinese
12,Selangor,P.103 Puchong,2,PARTI TINDAKAN DEMOKRATIK (DAP),35079,1,won,3436,GOBIND SINGH DEO,1973,male,other
12,Selangor,P.104 Subang,1,BEBAS (BEBAS),1895,0,lost_deposit,3437,BILLI LIM,1951,male,chinese
12,Selangor,P.104 Subang,2,PARTI KEADILAN RAKYAT (PKR),30298,1,won,3438,GWO BURNE LOH,1974,male,bumiputera
12,Selangor,P.104 Subang,3,BARISAN NASIONAL (BN),25267,0,lost,3439,LEE HWA BENG,1954,male,chinese
12,Selangor,P.105 Petaling Jaya,1,PARTI KEADILAN RAKYAT (PKR),28598,1,won,3440,HEE LOY SIAN,1971,male,chinese
12,Selangor,P.105 Petaling Jaya,2,BARISAN NASIONAL (BN),22892,0,lost,2743,DONALD LIM SIANG CHAI,1956,male,chinese
12,Selangor,P.106 Damansara,1,BARISAN NASIONAL (BN),17879,0,lost,2741,CHEW MEI FUN,1965,female,chinese
12,Selangor,P.106 Damansara,2,PARTI TINDAKAN DEMOKRATIK (DAP),37851,1,won,3441,TONY PUA,1973,male,bumiputera
12,Selangor,P.107 Sungai Buloh,1,BARISAN NASIONAL (BN),28315,0,lost,3442,S. MURUGESAN,1968,male,indian
12,Selangor,P.107 Sungai Buloh,2,PARTI KEADILAN RAKYAT (PKR),35024,1,won,3443,SIVARASA RASIAH,1957,male,indian
12,Selangor,P.108 Shah Alam,1,BARISAN NASIONAL (BN),24042,0,lost,3444,ABDUL AZIZ BIN SHAMSUDDIN,1939,male,bumiputera
12,Selangor,P.108 Shah Alam,2,PARTI ISLAM SE MALAYSIA (PAS),33356,1,won,3095,KHALID ABDUL SAMAD,1957,male,bumiputera
12,Selangor,P.109 Kapar,1,BARISAN NASIONAL (BN),35899,0,lost,3445,KOMALA DEVI,1955,female,indian
12,Selangor,P.109 Kapar,2,PARTI KEADILAN RAKYAT (PKR),48196,1,won,3446,MANIKAVASAGAM,1966,male,indian
12,Selangor,P.110 Klang,1,PARTI TINDAKAN DEMOKRATIK (DAP),37990,1,won,3447,CHARLES SANTIAGO,1961,male,indian
12,Selangor,P.110 Klang,2,BARISAN NASIONAL (BN),20289,0,lost,3448,CH'NG TOH ENG,1957,male,chinese
12,Selangor,P.111 Kota Raja,1,PARTI ISLAM SE MALAYSIA (PAS),38630,1,won,3449,MARIAH MAHMUD,1958,female,bumiputera
12,Selangor,P.111 Kota Raja,2,BARISAN NASIONAL (BN),17879,0,lost,3099,SA. VIGNESWARAN,1966,male,indian
12,Selangor,P.112 Kuala Langat,1,BARISAN NASIONAL (BN),25698,0,lost,3450,SULAIMAN BIN MOHD KARLI,1959,male,bumiputera
12,Selangor,P.112 Kuala Langat,2,PARTI KEADILAN RAKYAT (PKR),26687,1,won,3451,ABDULLAH SANI,1962,male,bumiputera
12,Selangor,P.113 Sepang,1,BARISAN NASIONAL (BN),26381,1,won,3452,MOHD ZIN MOHAMED,1954,male,bumiputera
12,Selangor,P.113 Sepang,2,PARTI ISLAM SE MALAYSIA (PAS),21532,0,lost,3453,MOHD MAKKI,1956,male,bumiputera
12,W.P. Kuala Lumpur,P.114 Kepong,1,PARTI TINDAKAN DEMOKRATIK (DAP),35552,1,won,1238,TAN SENG GIAW @ TAN CHUN TIN,1943,male,chinese
12,W.P. Kuala Lumpur,P.114 Kepong,2,BARISAN NASIONAL (BN),11704,0,lost,3454,LAU HOI KEONG,1970,male,chinese
12,W.P. Kuala Lumpur,P.115 Batu,1,PARTI KEADILAN RAKYAT (PKR),29785,1,won,2789,TIAN CHUA,1964,male,chinese
12,W.P. Kuala Lumpur,P.115 Batu,2,BARISAN NASIONAL (BN),20330,0,lost,3455,LIM SI PIN,1970,male,bumiputera
12,W.P. Kuala Lumpur,P.116 Wangsa Maju,1,PARTI KEADILAN RAKYAT (PKR),19637,1,won,1804,WEE CHOO KEONG,1953,male,chinese
12,W.P. Kuala Lumpur,P.116 Wangsa Maju,2,BARISAN NASIONAL (BN),19487,0,lost,3108,YEW TEONG LOOK,1957,male,chinese
12,W.P. Kuala Lumpur,P.117 Segambut,1,BARISAN NASIONAL (BN),17314,0,lost,2759,MA WOEI CHYI,1972,male,chinese
12,W.P. Kuala Lumpur,P.117 Segambut,2,PARTI TINDAKAN DEMOKRATIK (DAP),25046,1,won,3456,LIM LIP ENG,1972,male,chinese
12,W.P. Kuala Lumpur,P.118 Setiawangsa,1,BARISAN NASIONAL (BN),25489,1,won,3457,ZULHASNAN BIN RAFIQUE,1955,male,bumiputera
12,W.P. Kuala Lumpur,P.118 Setiawangsa,2,PARTI KEADILAN RAKYAT (PKR),17355,0,lost,3458,IBRAHIM BIN YAAKOB,1953,male,bumiputera
12,W.P. Kuala Lumpur,P.119 Titiwangsa,1,BARISAN NASIONAL (BN),15885,0,lost,3459,AZIZ JAMALUDIN,1955,male,bumiputera
12,W.P. Kuala Lumpur,P.119 Titiwangsa,2,PARTI ISLAM SE MALAYSIA (PAS),17857,1,won,3460,LO'LO',1958,female,bumiputera
12,W.P. Kuala Lumpur,P.120 Bukit Bintang,1,PARTI TINDAKAN DEMOKRATIK (DAP),26811,1,won,2128,FONG KUI LUN,1946,male,chinese
12,W.P. Kuala Lumpur,P.120 Bukit Bintang,2,BARISAN NASIONAL (BN),12534,0,lost,3461,LEE CHONG MENG,1950,male,chinese
12,W.P. Kuala Lumpur,P.121 Lembah Pantai,1,BEBAS (BEBAS),489,0,lost_deposit,3462,PERIASAMY,1961,male,indian
12,W.P. Kuala Lumpur,P.121 Lembah Pantai,2,BARISAN NASIONAL (BN),18833,0,lost,3463,SHAHRIZAT ABDUL JALIL,1954,female,bumiputera
12,W.P. Kuala Lumpur,P.121 Lembah Pantai,3,PARTI KEADILAN RAKYAT (PKR),21728,1,won,3464,NURUL IZZAH ANWAR,1980,female,bumiputera
12,W.P. Kuala Lumpur,P.122 Seputeh,1,PARTI TINDAKAN DEMOKRATIK (DAP),47230,1,won,2769,TERESA KOK,1964,female,chinese
12,W.P. Kuala Lumpur,P.122 Seputeh,2,BARISAN NASIONAL (BN),10738,0,lost,3465,CHEW CHEE LIN,1981,female,chinese
12,W.P. Kuala Lumpur,P.123 Cheras,1,PARTI TINDAKAN DEMOKRATIK (DAP),39253,1,won,1825,TAN KOK WAI,1957,male,chinese
12,W.P. Kuala Lumpur,P.123 Cheras,2,BARISAN NASIONAL (BN),10953,0,lost,3466,JEFFREY GOH SIM IK,1973,male,chinese
12,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,BARISAN NASIONAL (BN),25608,0,lost,2142,TAN CHAI HO,1949,male,chinese
12,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2,PARTI KEADILAN RAKYAT (PKR),28123,1,won,3467,ABDUL KHALID IBRAHIM,1947,male,bumiputera
12,W.P. Putrajaya,P.125 Putrajaya,1,PARTI ISLAM SE MALAYSIA (PAS),1304,0,lost,3115,MOHAMAD NOOR MOHAMAD,1959,male,bumiputera
12,W.P. Putrajaya,P.125 Putrajaya,2,BARISAN NASIONAL (BN),4038,1,won,3468,TENGKU ADNAN BIN TENGKU MANSOR,1951,male,bumiputera
12,Negeri Sembilan,P.126 Jelebu,1,BARISAN NASIONAL (BN),19737,1,won,991,DATO' RAIS YATIM @ MAT RAIS BIN JATIN @ YATIM,1943,male,bumiputera
12,Negeri Sembilan,P.126 Jelebu,2,PARTI ISLAM SE MALAYSIA (PAS),8127,0,lost,3469,NORMAN IPIN,1972,male,bumiputera
12,Negeri Sembilan,P.127 Jempol,1,BARISAN NASIONAL (BN),25294,1,won,3470,LILAH BIN HJ YASIN,1958,male,bumiputera
12,Negeri Sembilan,P.127 Jempol,2,PARTI ISLAM SE MALAYSIA (PAS),12974,0,lost,3471,SITI MERIAM,1943,female,bumiputera
12,Negeri Sembilan,P.128 Seremban,1,BARISAN NASIONAL (BN),29022,0,lost,3472,YU CHOK TOW,1956,female,chinese
12,Negeri Sembilan,P.128 Seremban,2,PARTI TINDAKAN DEMOKRATIK (DAP),32970,1,won,3473,JOHN FERNANDEZ,1942,male,indian
12,Negeri Sembilan,P.129 Kuala Pilah,1,BARISAN NASIONAL (BN),20417,1,won,3474,HASAN BIN MALEK,1946,male,bumiputera
12,Negeri Sembilan,P.129 Kuala Pilah,2,PARTI KEADILAN RAKYAT (PKR),10409,0,lost,3475,ANNUAR BIN MOHD SALLEH,1940,male,bumiputera
12,Negeri Sembilan,P.130 Rasah,1,BARISAN NASIONAL (BN),21120,0,lost,3476,YEOW CHAI THIAM,1953,male,chinese
12,Negeri Sembilan,P.130 Rasah,2,PARTI TINDAKAN DEMOKRATIK (DAP),34271,1,won,3477,LOKE SIEW FOOK,1977,male,chinese
12,Negeri Sembilan,P.131 Rembau,1,BARISAN NASIONAL (BN),26525,1,won,3478,KHAIRY JAMALUDDIN ABU BAKAR,1976,male,bumiputera
12,Negeri Sembilan,P.131 Rembau,2,PARTI KEADILAN RAKYAT (PKR),20779,0,lost,3479,BADRUL,1979,male,bumiputera
12,Negeri Sembilan,P.132 Port Dickson,1,BARISAN NASIONAL (BN),20544,0,lost,3134,S. SOTHINATHAN,1961,male,indian
12,Negeri Sembilan,P.132 Port Dickson,2,PARTI KEADILAN RAKYAT (PKR),23348,1,won,3480,KAMARUL BAHARIN BIN ABBAS,1948,male,bumiputera
12,Negeri Sembilan,P.132 Port Dickson,3,BEBAS (BEBAS),601,0,lost_deposit,3481,MOHD RASHID BIN ARSHAD,1959,male,bumiputera
12,Negeri Sembilan,P.133 Tampin,1,BARISAN NASIONAL (BN),24022,1,won,2778,SHAZIMAN BIN ABU MANSOR,1964,male,bumiputera
12,Negeri Sembilan,P.133 Tampin,2,PARTI ISLAM SE MALAYSIA (PAS),10943,0,lost,3482,ABDUL RAZAKEK,1960,male,bumiputera
12,Melaka,P.134 Masjid Tanah,1,BARISAN NASIONAL (BN),21582,1,won,3483,ABU SEMAN YUSOP,1944,male,bumiputera
12,Melaka,P.134 Masjid Tanah,2,PARTI ISLAM SE MALAYSIA (PAS),9297,0,lost,3484,ABDUL GHANI ABDUL RAHMAN,1946,male,bumiputera
12,Melaka,P.135 Alor Gajah,1,PARTI TINDAKAN DEMOKRATIK (DAP),13470,0,lost,3485,TAN LAY SIANG,1967,female,chinese
12,Melaka,P.135 Alor Gajah,2,BARISAN NASIONAL (BN),26354,1,won,2471,FONG CHAN ONN,1944,male,chinese
12,Melaka,P.136 Tangga Batu,1,PARTI KEADILAN RAKYAT (PKR),15960,0,lost,3486,ZAINON JAAFAR,1947,female,bumiputera
12,Melaka,P.136 Tangga Batu,2,BARISAN NASIONAL (BN),30460,1,won,3487,IDRIS BIN HJ HARON,1967,male,bumiputera
12,Melaka,P.137 Hang Tuah Jaya,1,BARISAN NASIONAL (BN),30975,1,won,3488,MOHD SIRAT BIN ABU,1960,male,bumiputera
12,Melaka,P.137 Hang Tuah Jaya,2,PARTI KEADILAN RAKYAT (PKR),29217,0,lost,2790,KHALID JAAFAR,1956,male,bumiputera
12,Melaka,P.138 Kota Melaka,1,BARISAN NASIONAL (BN),27250,0,lost,3144,WONG NAI CHEE,1969,male,chinese
12,Melaka,P.138 Kota Melaka,2,PARTI TINDAKAN DEMOKRATIK (DAP),38640,1,won,3489,SIM TONG HIM,1949,male,chinese
12,Melaka,P.139 Jasin,1,PARTI KEADILAN RAKYAT (PKR),15373,0,lost,3490,ZULKEFLY OTHMAN,1970,male,bumiputera
12,Melaka,P.139 Jasin,2,BARISAN NASIONAL (BN),28101,1,won,3491,AHMAD HAMZAH,1949,male,bumiputera
12,Johor,P.140 Segamat,1,BARISAN NASIONAL (BN),15921,1,won,985,S. S. SUBRAMANIAM,1953,male,indian
12,Johor,P.140 Segamat,2,PARTI TINDAKAN DEMOKRATIK (DAP),12930,0,lost,3148,PANG HOK LIONG,1957,male,chinese
12,Johor,P.141 Sekijang,1,PARTI KEADILAN RAKYAT (PKR),8112,0,lost,3150,ZULKAPLY BIN SALLEH,1940,male,bumiputera
12,Johor,P.141 Sekijang,2,BARISAN NASIONAL (BN),17979,1,won,3492,BAHARUM BIN MOHAMED,1957,male,bumiputera
12,Johor,P.142 Labis,1,BARISAN NASIONAL (BN),13658,1,won,3493,CHUA TEE YONG,1977,male,chinese
12,Johor,P.142 Labis,2,PARTI TINDAKAN DEMOKRATIK (DAP),9564,0,lost,3494,TEO ENG CHING,1977,female,chinese
12,Johor,P.143 Pagoh,1,PARTI ISLAM SE MALAYSIA (PAS),8447,0,lost,3495,MOHD ROZALI BIN JAMIL AL-HAFIZ,1972,male,bumiputera
12,Johor,P.143 Pagoh,2,BARISAN NASIONAL (BN),21028,1,won,2797,MUHYIDDIN BIN MD YASIN,1947,male,bumiputera
12,Johor,P.144 Ledang,1,BARISAN NASIONAL (BN),25319,1,won,3153,HAMIM SAMURI,1958,male,bumiputera
12,Johor,P.144 Ledang,2,PARTI KEADILAN RAKYAT (PKR),17702,0,lost,262,LAU TEIK HAI,1971,male,chinese
12,Johor,P.145 Bakri,1,BARISAN NASIONAL (BN),20329,0,lost,3496,TAY PUAY CHUAN,1965,male,chinese
12,Johor,P.145 Bakri,2,PARTI TINDAKAN DEMOKRATIK (DAP),21051,1,won,3497,ER TECK HWA,1973,male,chinese
12,Johor,P.146 Muar,1,BARISAN NASIONAL (BN),16986,1,won,3498,CHE RAZALI BIN IBRAHIM,1971,male,bumiputera
12,Johor,P.146 Muar,2,PARTI KEADILAN RAKYAT (PKR),12325,0,lost,3499,NAH BUDIN,1966,female,bumiputera
12,Johor,P.147 Parit Sulong,1,PARTI ISLAM SE MALAYSIA (PAS),12467,0,lost,3500,FAISAL BIN ALI,1952,male,bumiputera
12,Johor,P.147 Parit Sulong,2,BARISAN NASIONAL (BN),26066,1,won,3501,NORAINI AHMAD,1967,female,bumiputera
12,Johor,P.148 Ayer Hitam,1,BARISAN NASIONAL (BN),20230,1,won,3502,WEE KA SIONG,1968,male,chinese
12,Johor,P.148 Ayer Hitam,2,PARTI ISLAM SE MALAYSIA (PAS),6321,0,lost,3503,HUSIN BIN SUJAK,1948,male,bumiputera
12,Johor,P.149 Sri Gading,1,PARTI KEADILAN RAKYAT (PKR),8767,0,lost,3504,ALI MARKOM,1931,male,bumiputera
12,Johor,P.149 Sri Gading,2,BARISAN NASIONAL (BN),19641,1,won,3505,MOHAMAD AZIZ,1941,male,bumiputera
12,Johor,P.150 Batu Pahat,1,PARTI KEADILAN RAKYAT (PKR),19625,0,lost,1776,MUHAMMAD BIN ABDULLAH,1971,male,bumiputera
12,Johor,P.150 Batu Pahat,2,BARISAN NASIONAL (BN),32593,1,won,3506,MOHD PUAD BIN ZARKASHI,1958,male,bumiputera
12,Johor,P.151 Simpang Renggam,1,BARISAN NASIONAL (BN),16450,1,won,3507,LIANG TECK MENG,1972,male,chinese
12,Johor,P.151 Simpang Renggam,2,PARTI ISLAM SE MALAYSIA (PAS),8597,0,lost,3508,ATAN BIN HJ GOMBANG,1953,male,bumiputera
12,Johor,P.152 Kluang,1,BARISAN NASIONAL (BN),27970,1,won,3509,HOU KOK CHUNG,1963,male,chinese
12,Johor,P.152 Kluang,2,PARTI TINDAKAN DEMOKRATIK (DAP),24189,0,lost,3168,NG LAM HUA,1950,male,bumiputera
12,Johor,P.153 Sembrong,1,BARISAN NASIONAL (BN),17988,1,won,3510,HISHAMMUDDIN TUN HUSSEIN,1961,male,bumiputera
12,Johor,P.153 Sembrong,2,PARTI KEADILAN RAKYAT (PKR),6418,0,lost,3511,LEE SANG,1941,male,chinese
12,Johor,P.154 Mersing,1,BARISAN NASIONAL (BN),20116,1,won,3512,ABDUL LATIFF,1959,male,bumiputera
12,Johor,P.154 Mersing,2,PARTI ISLAM SE MALAYSIA (PAS),6380,0,lost,3513,HJ SHAHAR BIN ABDULLAH,1940,male,bumiputera
12,Johor,P.155 Tenggara,1,PARTI ISLAM SE MALAYSIA (PAS),4982,0,lost,3514,SALLEH BIN FARMIN,1958,male,bumiputera
12,Johor,P.155 Tenggara,2,BARISAN NASIONAL (BN),19031,1,won,3515,HALIMAH BINTI MOHAMED SADIQUE,1962,female,bumiputera
12,Johor,P.156 Kota Tinggi,1,BARISAN NASIONAL (BN),22682,1,won,3516,SYED HAMID ALBAR,1944,male,bumiputera
12,Johor,P.156 Kota Tinggi,2,PARTI ISLAM SE MALAYSIA (PAS),3721,0,lost,3517,ONN BIN JAAFAR,1964,male,bumiputera
12,Johor,P.157 Pengerang,1,BARISAN NASIONAL (BN),0,1,won_uncontested,3518,AZALINA OTHMAN SAID,1964,female,bumiputera
12,Johor,P.158 Tebrau,1,PARTI ISLAM SE MALAYSIA (PAS),16124,0,lost,3519,ROSLANI BIN SHARIF,1945,male,bumiputera
12,Johor,P.158 Tebrau,2,BARISAN NASIONAL (BN),30975,1,won,3520,TENG BOON SOON,1942,male,chinese
12,Johor,P.159 Pasir Gudang,1,PARTI KEADILAN RAKYAT (PKR),18568,0,lost,3521,MOHD RIZAN BIN MOHD SAMAN,1951,male,bumiputera
12,Johor,P.159 Pasir Gudang,2,BARISAN NASIONAL (BN),35849,1,won,2187,MOHAMED KHALED BIN NORDIN,1959,male,bumiputera
12,Johor,P.160 Johor Bahru,1,BARISAN NASIONAL (BN),43143,1,won,3522,SHAHRIR ABDUL SAMAD,1950,male,bumiputera
12,Johor,P.160 Johor Bahru,2,PARTI RAKYAT MALAYSIA (PRM),17794,0,lost,1860,HASSAN BIN ABDUL KARIM,1951,male,bumiputera
12,Johor,P.161 Pulai,1,PARTI ISLAM SE MALAYSIA (PAS),17587,0,lost,3523,ABDULLAH BIN IDERIS,1962,male,bumiputera
12,Johor,P.161 Pulai,2,BARISAN NASIONAL (BN),38036,1,won,3524,NUR JAZLAN BIN MOHAMED,1966,male,bumiputera
12,Johor,P.162 Iskandar Puteri,1,BARISAN NASIONAL (BN),33630,1,won,3186,TAN AH ENG,1956,female,chinese
12,Johor,P.162 Iskandar Puteri,2,PARTI KEADILAN RAKYAT (PKR),24779,0,lost,3525,ZALIHA MUSTAFA,1965,female,bumiputera
12,Johor,P.163 Kulai,1,BARISAN NASIONAL (BN),32017,1,won,2190,ONG KA TING,1957,male,chinese
12,Johor,P.163 Kulai,2,PARTI TINDAKAN DEMOKRATIK (DAP),20273,0,lost,3526,NG PACK SIONG,1954,male,chinese
12,Johor,P.164 Pontian,1,BARISAN NASIONAL (BN),23121,1,won,3527,AHMAD MASLAN,1966,male,bumiputera
12,Johor,P.164 Pontian,2,PARTI KEADILAN RAKYAT (PKR),8677,0,lost,3528,MOHD ANNUAR BIN MOHD SALLEH,1954,male,bumiputera
12,Johor,P.165 Tanjung Piai,1,BARISAN NASIONAL (BN),23302,1,won,3529,WEE JECK SENG,1964,male,chinese
12,Johor,P.165 Tanjung Piai,2,PARTI TINDAKAN DEMOKRATIK (DAP),10931,0,lost,2163,AHMAD BIN TON,1950,male,bumiputera
12,W.P. Labuan,P.166 Labuan,1,BARISAN NASIONAL (BN),10471,1,won,3530,YUSSOF BIN MAHAL,1958,male,bumiputera
12,W.P. Labuan,P.166 Labuan,2,PARTI ISLAM SE MALAYSIA (PAS),1106,0,lost_deposit,3191,MAT ZIN BIN ABDUL RAHMAN,1960,male,bumiputera
12,W.P. Labuan,P.166 Labuan,3,BEBAS (BEBAS),2014,0,lost,3531,LAU SENG KIAT,1961,male,chinese
12,Sabah,P.167 Kudat,1,PARTI KEADILAN RAKYAT (PKR),7739,0,lost,3532,YAHYA OTHMAN,1949,male,bumiputera
12,Sabah,P.167 Kudat,2,BARISAN NASIONAL (BN),17634,1,won,3533,ABDUL RAHIM BAKRI,1961,male,bumiputera
12,Sabah,P.168 Kota Marudu,1,PARTI BARISAN RAKYAT SABAH BERSEKUTU (BERSEKUTU),457,0,lost_deposit,3534,BERMAN BIN ANGKAP,1959,male,bumiputera
12,Sabah,P.168 Kota Marudu,2,BEBAS (BEBAS),1109,0,lost_deposit,3535,ROSLAN MOHD ZAIN,1952,male,bumiputera
12,Sabah,P.168 Kota Marudu,3,PARTI KEADILAN RAKYAT (PKR),7830,0,lost,3536,ANTHONY BIRI MANDIAU,1961,male,chinese
12,Sabah,P.168 Kota Marudu,4,BARISAN NASIONAL (BN),12028,1,won,3537,PANGLIMA MAXIMUS JOHNITY ONGKILI,1954,male,bumiputera
12,Sabah,P.169 Kota Belud,1,PARTI KEADILAN RAKYAT (PKR),14822,0,lost,2831,SAIDIL @ SAIDI BIN SIMOI,1956,male,bumiputera
12,Sabah,P.169 Kota Belud,2,BARISAN NASIONAL (BN),17842,1,won,3538,ABDUL RAHMAN BIN DAHLAN,1966,male,bumiputera
12,Sabah,P.170 Tuaran,1,PARTI KEADILAN RAKYAT (PKR),11023,0,lost,3539,ANSARI BIN ABDULLAH,1955,male,bumiputera
12,Sabah,P.170 Tuaran,2,BEBAS (BEBAS),879,0,lost_deposit,3540,ENGINEER AJIN GAGAH,1951,male,bumiputera
12,Sabah,P.170 Tuaran,3,BARISAN NASIONAL (BN),17645,1,won,3541,PANGLIMA WILFRED M. BUMBURING,1952,male,bumiputera
12,Sabah,P.171 Sepanggar,1,PARTI TINDAKAN DEMOKRATIK (DAP),3709,0,lost,3542,EDWARD EWOL MUJIE,1944,male,bumiputera
12,Sabah,P.171 Sepanggar,2,PARTI KEADILAN RAKYAT (PKR),5423,0,lost,3543,MOHD IBRAHIM BIN ABDULLAH @ YEMBUN BIN KULELING,1955,male,bumiputera
12,Sabah,P.171 Sepanggar,3,BARISAN NASIONAL (BN),16884,1,won,3544,ERIC E. MAJIMBUN,1950,male,bumiputera
12,Sabah,P.172 Kota Kinabalu,1,PARTI TINDAKAN DEMOKRATIK (DAP),9464,1,won,3203,HIEW KING CHEU,1952,male,chinese
12,Sabah,P.172 Kota Kinabalu,2,BEBAS (BEBAS),341,0,lost_deposit,3545,KONG YU KIONG,1965,male,chinese
12,Sabah,P.172 Kota Kinabalu,3,PARTI KEADILAN RAKYAT (PKR),9358,0,lost,3204,CHRISTINA LIEW,1952,female,chinese
12,Sabah,P.172 Kota Kinabalu,4,BARISAN NASIONAL (BN),8420,0,lost,3546,CHIN TEK MING,1971,male,chinese
12,Sabah,P.173 Putatan,1,BARISAN NASIONAL (BN),13737,1,won,3547,MARCUS MAKIN MOJIGOH,1953,male,bumiputera
12,Sabah,P.173 Putatan,2,PARTI KEADILAN RAKYAT (PKR),7292,0,lost,3548,SAUKINAH BINTI YUSSOF,1960,female,bumiputera
12,Sabah,P.173 Putatan,3,BEBAS (BEBAS),918,0,lost_deposit,3549,RAMZAH AHMAD PAKIR,1948,male,bumiputera
12,Sabah,P.174 Penampang,1,PARTI KEADILAN RAKYAT (PKR),10337,0,lost,3550,DR. EDWIN @ JACK BOSI,1957,male,bumiputera
12,Sabah,P.174 Penampang,2,BEBAS (BEBAS),404,0,lost_deposit,3551,WILLYBROAD MISSI,1961,male,bumiputera
